IDENTIFIKATOR_KLIJENTA,DOB,VRSTA_ZAPOSLENJA,SEGMENT,PRIORITY_SCORE,CLV_SCORE,CHURN_RISK,FUTURE_POTENTIAL,RANG_PONUDE,PROIZVOD,RAZLOG,ZARADA_BANKE,KANAL,PONUDA_SCORE
QCX591EBLARW,64,ZAPOSLEN,ODRŽAVAJ,30.3,52.5,0.4,27.0,2,Oročeni depozit — posebna kamata za lojalne,"Stanje 14,070€ slobodnih sredstava",Stabilizacija depozitne baze,HPB mobilna aplikacija,99
YQWIXLHIC319,51,ZAPOSLEN,RAZVIJAJ PREMIUM,30.3,45.5,4.7,50.0,2,Hipotekarni kredit,"Stabilan klijent 11 god., prihodi 23,781€/mj.",Kamate 20-30 god.,Osobni savjetnik,84
Q2V7W8ULYWYD,73,STUDENT                         ,ODRŽAVAJ,30.2,34.7,15.7,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 14 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
5RY5DJCQWBM0,63,HONORARAC,ODRŽAVAJ,30.2,48.7,4.7,25.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 22 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
HU2UEMBUF1DX,35,ZAPOSLEN,RAZVIJAJ PREMIUM,30.2,12.1,20.0,72.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
9ZJYYANSTPIL,37,ZAPOSLEN,RAZVIJAJ,30.2,7.0,20.0,79.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
FJ1JNF6YYLRI,78,UMIROVLJENIK,ODRŽAVAJ,30.2,40.8,18.8,13.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 10 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,83
8PRARH6B1YU7,22,ZAPOSLEN,RAZVIJAJ PREMIUM,30.2,11.2,20.0,73.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
UH4SIYZPPJU7,74,UMIROVLJENIK,ODRŽAVAJ,30.2,62.2,0.0,13.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 30 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
0M7Z53WZ3YUE,79,UMIROVLJENIK,ODRŽAVAJ,30.2,51.2,8.6,15.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 21 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
7YGS9FPBIGDA,57,NEZAPOSLEN,ODRŽAVAJ,30.2,10.7,48.0,29.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 9 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,58
S11KVDPIMND8,53,OSTALO,ODRŽAVAJ,30.2,10.4,47.1,31.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
1DK4AOVOYM67,79,OSTALO,ODRŽAVAJ,30.2,10.6,49.3,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
IS66YIWUCKGY,79,UMIROVLJENIK,ODRŽAVAJ,30.2,36.8,22.3,13.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 28 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
5RY5DJCQWBM0,63,HONORARAC,ODRŽAVAJ,30.2,48.7,4.7,25.0,2,Oročeni depozit — posebna kamata za lojalne,"Stanje 18,224€ slobodnih sredstava",Stabilizacija depozitne baze,HPB mobilna aplikacija,99
FJ1JNF6YYLRI,78,UMIROVLJENIK,ODRŽAVAJ,30.2,40.8,18.8,13.5,2,Oročeni depozit — posebna kamata za lojalne,"Stanje 2,923€ slobodnih sredstava",Stabilizacija depozitne baze,HPB mobilna aplikacija,43
9RZ95GOPN53B,85,UMIROVLJENIK,ODRŽAVAJ,30.1,45.5,9.8,21.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
LOGZFQL7WQRF,66,UMIROVLJENIK,ODRŽAVAJ,30.1,54.4,6.7,13.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 4 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,50
YG7DDV1B9GTJ,86,UMIROVLJENIK,ODRŽAVAJ,30.1,55.8,5.6,13.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 23 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
G2OWH8B3D18T,84,UMIROVLJENIK,ODRŽAVAJ,30.1,45.7,14.3,13.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 26 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
0UH8OAR9KTQW,88,UMIROVLJENIK,ODRŽAVAJ,30.1,26.3,43.9,13.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 16 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
3CXJNXACHDNA,68,OSTALO,ODRŽAVAJ,30.1,10.5,49.3,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
I8A5UH9D6E9Q,61,ZAPOSLEN,RAZVIJAJ PREMIUM,30.1,10.3,37.5,46.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
2ACOIGTBB67P,65,UMIROVLJENIK,ODRŽAVAJ,30.1,36.0,22.8,13.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 25 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
TLGQAC5XX05Y,55,ZAPOSLEN,ODRŽAVAJ,30.1,10.5,46.7,31.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
GY6KQBYCZCEP,64,ZAPOSLEN,RAZVIJAJ PREMIUM,30.1,10.4,40.0,42.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
ZBK0B9XN3V6P,44,ZAPOSLEN,RAZVIJAJ PREMIUM,30.1,42.5,10.5,44.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
HH3QZTKTG3H3,74,UMIROVLJENIK,ODRŽAVAJ,30.1,57.9,3.6,13.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 18 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
FQQOHR98S3YH,72,UMIROVLJENIK,ODRŽAVAJ,30.1,46.8,13.5,13.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 23 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
OKXK3PZL10TS,26,ZAPOSLEN,RAZVIJAJ PREMIUM,30.1,11.1,20.0,73.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
RRZA8TX8YS7P,61,ZAPOSLEN,ODRŽAVAJ,30.1,9.2,50.2,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 16 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,99
DSP9P8XUFV40,52,ZAPOSLEN,RAZVIJAJ PREMIUM,30.1,14.2,42.2,33.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
ZBK0B9XN3V6P,44,ZAPOSLEN,RAZVIJAJ PREMIUM,30.1,42.5,10.5,44.0,2,Oročeni depozit — viša kamatna stopa,"Slobodna sredstva 16,404€",Stabilizacija pasive,HPB mobilna aplikacija,83
HH3QZTKTG3H3,74,UMIROVLJENIK,ODRŽAVAJ,30.1,57.9,3.6,13.5,2,Oročeni depozit — posebna kamata za lojalne,"Stanje 16,250€ slobodnih sredstava",Stabilizacija depozitne baze,HPB mobilna aplikacija,99
UD2WDGFWLP3K,56,ZAPOSLEN,RAZVIJAJ PREMIUM,30.0,37.6,1.5,65.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
IJB7R8MSHBYK,57,ZAPOSLEN,RAZVIJAJ PREMIUM,30.0,12.6,42.2,35.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
27QJUKUTDSF7,45,ZAPOSLEN,RAZVIJAJ PREMIUM,30.0,23.0,17.4,60.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
95AW9GMP0QIF,43,ZAPOSLEN,RAZVIJAJ,30.0,7.1,40.0,46.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
IZJYLIE19DGB,54,ZAPOSLEN,RAZVIJAJ PREMIUM,30.0,13.7,20.0,69.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
RLTM4MATMKCE,48,OSTALO,RAZVIJAJ PREMIUM,30.0,9.9,40.0,42.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
N0MR37QUCS16,41,ZAPOSLEN,RAZVIJAJ,30.0,7.1,40.0,46.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
0QCVGJ7OOBM2,79,UMIROVLJENIK,ODRŽAVAJ,30.0,60.2,0.2,15.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 28 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
6YPEIS3L2DWD,56,NEZAPOSLEN,ODRŽAVAJ,30.0,14.6,46.7,25.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
3PK6J5IILPJH,64,OSTALO,ODRŽAVAJ,30.0,20.7,40.0,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 30 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
J5QNBGM1J5AD,83,UMIROVLJENIK,ODRŽAVAJ,30.0,47.0,13.0,13.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 26 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
FXN49UVN8KNR,39,ZAPOSLEN,RAZVIJAJ PREMIUM,30.0,27.2,20.0,50.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
JKDJPQYOUNX5,71,UMIROVLJENIK,ODRŽAVAJ,30.0,53.4,6.2,15.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 27 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
LVAJPH2XNIJB,52,ZAPOSLEN,RAZVIJAJ PREMIUM,30.0,27.2,20.0,50.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
GUXUWD3QKXY7,86,UMIROVLJENIK,ODRŽAVAJ,30.0,59.7,1.8,13.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 30 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
Z4DX58NG4SDN,72,UMIROVLJENIK,ODRŽAVAJ,30.0,13.3,50.2,21.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 27 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
IS45RMZNI99N,82,UMIROVLJENIK,ODRŽAVAJ,30.0,60.1,1.4,13.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 26 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
6BJALJ329K8N,64,ZAPOSLEN,ODRŽAVAJ,30.0,43.4,20.0,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 26 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
K881KR4NS6V2,88,UMIROVLJENIK,ODRŽAVAJ,30.0,40.8,18.4,13.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 27 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
EU4HI9UE28EP,38,ZAPOSLEN,RAZVIJAJ,30.0,6.5,20.0,79.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
AHA167AI5A6T,80,UMIROVLJENIK,ODRŽAVAJ,30.0,61.2,0.4,13.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 30 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
Z2HXR52CJL5X,69,UMIROVLJENIK,ODRŽAVAJ,30.0,31.2,26.7,13.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 14 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
2DO3VTYD2BIQ,47,ZAPOSLEN,RAZVIJAJ,30.0,7.1,40.0,46.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
W7IHG2C1ALZG,40,POMORAC,RAZVIJAJ PREMIUM,30.0,10.3,19.0,75.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
B4H43O5N9RQ2,55,ZAPOSLEN,RAZVIJAJ,30.0,7.4,46.7,35.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
J47WP9S03CZV,63,ZAPOSLEN,RAZVIJAJ PREMIUM,30.0,24.3,20.0,54.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
27QJUKUTDSF7,45,ZAPOSLEN,RAZVIJAJ PREMIUM,30.0,23.0,17.4,60.0,2,Hipotekarni kredit,"Stabilan klijent 12 god., prihodi 2,881€/mj.",Kamate 20-30 god.,Osobni savjetnik,47
0QCVGJ7OOBM2,79,UMIROVLJENIK,ODRŽAVAJ,30.0,60.2,0.2,15.5,2,Oročeni depozit — posebna kamata za lojalne,"Stanje 6,366€ slobodnih sredstava",Stabilizacija depozitne baze,HPB mobilna aplikacija,99
J5QNBGM1J5AD,83,UMIROVLJENIK,ODRŽAVAJ,30.0,47.0,13.0,13.5,2,Oročeni depozit — posebna kamata za lojalne,"Stanje 7,118€ slobodnih sredstava",Stabilizacija depozitne baze,HPB mobilna aplikacija,99
LVAJPH2XNIJB,52,ZAPOSLEN,RAZVIJAJ PREMIUM,30.0,27.2,20.0,50.0,2,Hipotekarni kredit,"Stabilan klijent 25 god., prihodi 6,007€/mj.",Kamate 20-30 god.,Osobni savjetnik,68
GUXUWD3QKXY7,86,UMIROVLJENIK,ODRŽAVAJ,30.0,59.7,1.8,13.5,2,Oročeni depozit — posebna kamata za lojalne,"Stanje 3,116€ slobodnih sredstava",Stabilizacija depozitne baze,HPB mobilna aplikacija,99
O8XMTPHHHCSC,78,UMIROVLJENIK,ODRŽAVAJ,29.9,46.4,13.2,13.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 30 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
LAXSX8AVLZG2,58,UMIROVLJENIK,ODRŽAVAJ,29.9,37.7,18.3,17.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
5ER9LK3H8R81,71,UMIROVLJENIK,ODRŽAVAJ,29.9,49.4,9.4,15.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 26 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
KSI084HOMYUK,50,NEZAPOSLEN,RAZVIJAJ PREMIUM,29.9,20.0,25.5,51.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
XO0K4RAHLQCL,40,SAMOZAPOSLEN,RAZVIJAJ,29.9,8.3,20.0,76.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
CAHK5TK7H3RG,71,UMIROVLJENIK,ODRŽAVAJ,29.9,59.6,1.8,13.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 24 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
49BSYSJN5E52,80,UMIROVLJENIK,ODRŽAVAJ,29.9,57.3,2.3,15.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 29 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
MGY6JHXS5KOS,89,UMIROVLJENIK,ODRŽAVAJ,29.9,48.6,11.1,13.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 27 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
9U0RVR5RKP07,60,NEZAPOSLEN,ODRŽAVAJ,29.9,11.2,49.3,25.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
54JM415EYIK9,19,STUDENT                         ,RAZVIJAJ PREMIUM,29.9,24.3,19.2,55.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
OE59NJW6TKB4,60,UMIROVLJENIK,ODRŽAVAJ,29.9,33.9,23.0,15.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 19 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
7QHVUZYU9MEC,70,UMIROVLJENIK,ODRŽAVAJ,29.9,44.6,14.8,13.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 26 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
COANX2I1L7LY,45,OSTALO,RAZVIJAJ PREMIUM,29.9,9.8,40.0,42.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
YQNKXZ4VWI03,86,UMIROVLJENIK,ODRŽAVAJ,29.9,51.8,8.5,13.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 30 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
RRCFHK5XCOC0,83,UMIROVLJENIK,ODRŽAVAJ,29.9,33.6,36.9,13.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 26 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
90TJHD64C751,70,UMIROVLJENIK,ODRŽAVAJ,29.9,58.3,1.6,15.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 28 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
AK6AZELL6YB9,83,OSTALO,ODRŽAVAJ,29.9,49.2,2.2,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 30 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
TOG2A6SSNP5X,82,OSTALO,ODRŽAVAJ,29.9,51.6,1.3,25.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 26 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
5ER9LK3H8R81,71,UMIROVLJENIK,ODRŽAVAJ,29.9,49.4,9.4,15.5,2,Oročeni depozit — posebna kamata za lojalne,"Stanje 2,438€ slobodnih sredstava",Stabilizacija depozitne baze,HPB mobilna aplikacija,89
CAHK5TK7H3RG,71,UMIROVLJENIK,ODRŽAVAJ,29.9,59.6,1.8,13.5,2,Oročeni depozit — posebna kamata za lojalne,"Stanje 105,737€ slobodnih sredstava",Stabilizacija depozitne baze,HPB mobilna aplikacija,99
49BSYSJN5E52,80,UMIROVLJENIK,ODRŽAVAJ,29.9,57.3,2.3,15.5,2,Oročeni depozit — posebna kamata za lojalne,"Stanje 3,672€ slobodnih sredstava",Stabilizacija depozitne baze,HPB mobilna aplikacija,99
MGY6JHXS5KOS,89,UMIROVLJENIK,ODRŽAVAJ,29.9,48.6,11.1,13.5,2,Oročeni depozit — posebna kamata za lojalne,"Stanje 10,292€ slobodnih sredstava",Stabilizacija depozitne baze,HPB mobilna aplikacija,99
AK6AZELL6YB9,83,OSTALO,ODRŽAVAJ,29.9,49.2,2.2,27.0,2,Oročeni depozit — posebna kamata za lojalne,"Stanje 26,730€ slobodnih sredstava",Stabilizacija depozitne baze,HPB mobilna aplikacija,99
TOG2A6SSNP5X,82,OSTALO,ODRŽAVAJ,29.9,51.6,1.3,25.0,2,Oročeni depozit — posebna kamata za lojalne,"Stanje 3,211€ slobodnih sredstava",Stabilizacija depozitne baze,HPB mobilna aplikacija,92
S4R7NC0QL0MV,57,ZAPOSLEN,ODRŽAVAJ,29.8,17.4,40.0,31.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 30 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
1N77ONQGTXNF,83,UMIROVLJENIK,ODRŽAVAJ,29.8,60.2,0.9,13.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 30 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
MDXXO3S4ECVW,74,UMIROVLJENIK,ODRŽAVAJ,29.8,59.5,0.2,15.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 22 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
26ZCSXIPSIFQ,56,ZAPOSLEN,RAZVIJAJ PREMIUM,29.8,14.4,40.0,35.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
RMYIZGJG3CKV,41,OSTALO,RAZVIJAJ PREMIUM,29.8,9.4,40.0,42.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
37DQG8E6NI8G,62,UMIROVLJENIK,ODRŽAVAJ,29.8,54.8,4.3,15.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 11 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,90
